video_id,internal_split,official_video_folder,video_path,video_hash,extraversion,agreeableness,conscientiousness,neuroticism,openness,interview,total_sampled_frames,face_detection_rate,overall_eye_contact_ratio,head_yaw_stability_std_deg,head_pitch_stability_std_deg,multiple_faces_detected_frame_count,top_emotion_overall,emotion_neutral,emotion_happy,emotion_sad,emotion_angry,emotion_fear,emotion_surprise,emotion_disgust
176vWywoq9E.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\176vWywoq9E.001.mp4,64a54b43d8d6f04f,0.5700934579439253,0.6703296703296703,0.4466019417475728,0.5520833333333334,0.5555555555555556,0.6074766355140186,31,0.9677,0.8,9.949,5.125,0,happy,0.3367,0.4041,0.0331,0.2058,0.0097,0.0043,0.0024
ywefrPdzz0U.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\ywefrPdzz0U.000.mp4,e751860c1a6d8fba,0.5046728971962617,0.7472527472527474,0.7475728155339806,0.6145833333333333,0.5888888888888889,0.7570093457943924,31,0.9677,0.3667,22.791,1.288,0,neutral,0.8531,0.0806,0.0029,0.0087,0.0453,0.0067,
KYvbRwTCtaU.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\KYvbRwTCtaU.002.mp4,d7894a7ae3a305d0,0.35514018691588783,0.4175824175824176,0.4854368932038835,0.4166666666666667,0.5222222222222223,0.3925233644859813,31,0.9677,0.8,13.628,1.342,0,neutral,0.8461,0.0158,0.0374,0.0455,0.0232,0.0286,0.0003
mhvkJjOAjYI.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\mhvkJjOAjYI.004.mp4,74733af24fb42178,0.6168224299065421,0.6703296703296703,0.6699029126213591,0.5625,0.7,0.6074766355140186,31,0.9677,0.7,11.134,5.325,0,happy,0.1434,0.5625,0.2663,0.0164,0.0055,0.0017,0.0004
z54OqeICELg.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\z54OqeICELg.004.mp4,cfc4c4311f9ddd08,0.6448598130841123,0.4835164835164835,0.5631067961165048,0.6979166666666666,0.7333333333333333,0.5420560747663551,31,0.9677,0.5667,17.213,4.277,0,happy,0.221,0.6891,0.0334,0.0048,0.0034,0.0459,0.0002
dB-kMg4t-V8.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\dB-kMg4t-V8.002.mp4,e3151fbf23954fe4,0.38317757009345793,0.6153846153846153,0.4660194174757281,0.4375,0.6222222222222222,0.46728971962616817,32,0.9688,0.5806,9.234,4.915,0,sad,0.0871,0.1496,0.3057,0.1584,0.2744,0.0178,0.0003
MkVsl0hdphE.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\MkVsl0hdphE.003.mp4,cdace6141118af88,0.7102803738317757,0.7032967032967032,0.6504854368932039,0.7083333333333334,0.8222222222222221,0.6355140186915886,31,0.9677,0.3,26.675,7.723,0,neutral,0.3932,0.3148,0.2534,0.0036,0.0315,0.0016,0.0001
UQeuBvZNusI.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\UQeuBvZNusI.000.mp4,72c9e0e9f1b1306d,0.4579439252336449,0.4065934065934066,0.4466019417475728,0.34374999999999994,0.41111111111111115,0.308411214953271,31,0.9677,1.0,7.538,3.262,0,fear,0.0825,0.101,0.1038,0.165,0.4452,0.011,0.0849
U-PRay-woXU.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\U-PRay-woXU.002.mp4,19bf1831462ab88b,0.6074766355140188,0.5714285714285714,0.6504854368932039,0.7708333333333334,0.6777777777777777,0.7383177570093457,32,1.0,0.7188,18.059,4.482,0,neutral,0.5001,0.4657,0.0086,0.0101,0.0038,0.009,0.0001
KmHe8urs3LI.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\KmHe8urs3LI.005.mp4,0d2199e38fc3ced6,0.18691588785046728,0.4175824175824176,0.24271844660194175,0.39583333333333337,0.3111111111111111,0.24299065420560745,31,1.0,0.4839,12.126,6.718,0,fear,0.0936,0.2044,0.2283,0.0972,0.3669,0.0055,
BmDClgdWlH4.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\BmDClgdWlH4.002.mp4,03d111e99abb324f,0.8317757009345795,0.7582417582417583,0.8543689320388351,0.8645833333333334,0.9777777777777777,0.9065420560747662,31,1.0,0.6774,12.442,2.285,0,happy,0.1658,0.591,0.039,0.1708,0.0084,0.0187,0.0013
3ySH8eJQRCI.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ySH8eJQRCI.002.mp4,a282fea711282a62,0.4299065420560748,0.6923076923076923,0.36893203883495146,0.5208333333333334,0.5888888888888889,0.46728971962616817,31,0.9677,0.2,23.876,14.292,0,happy,0.4185,0.5483,0.0041,0.0165,,0.01,0.0001
TUaOp5eIU2c.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\TUaOp5eIU2c.003.mp4,57757c112e4497ea,0.5140186915887851,0.6593406593406592,0.5922330097087379,0.5,0.5555555555555556,0.514018691588785,31,0.9677,0.5333,19.563,2.204,0,angry,0.0584,0.2343,0.0044,0.688,0.0054,0.0015,0.0042
ZiKxJbVI5_g.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\ZiKxJbVI5_g.001.mp4,3a4b4ab4ec34b218,0.6728971962616823,0.5604395604395604,0.6019417475728155,0.65625,0.7777777777777777,0.6728971962616823,31,0.9677,0.4333,19.578,3.149,0,neutral,0.6446,0.2689,0.0218,0.0452,0.0112,0.0034,0.0009
4lj66h4CXI8.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lj66h4CXI8.003.mp4,8d7d50122b96c807,0.7476635514018694,0.6923076923076923,0.7087378640776699,0.6979166666666666,0.7777777777777777,0.7757009345794392,31,0.9677,0.4333,19.731,5.285,0,happy,0.1259,0.6485,0.1123,0.0507,0.0418,0.0133,0.0002
vr5FWHUkYRM.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\vr5FWHUkYRM.001.mp4,53ea89c80f1ad736,0.4579439252336449,0.6483516483516484,0.5436893203883495,0.42708333333333337,0.6333333333333333,0.4859813084112149,31,1.0,0.8387,11.437,4.798,0,happy,0.2395,0.4686,0.0978,0.0689,0.0773,0.0422,0.0
djsoQkroHpo.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\djsoQkroHpo.000.mp4,e22a6c2f032c7e92,0.4672897196261683,0.4945054945054945,0.5048543689320388,0.3333333333333333,0.5333333333333333,0.4485981308411215,31,0.9677,0.4,22.137,14.162,0,neutral,0.432,0.2175,0.1376,0.1026,0.046,0.0575,0.002
sRuO_Fz3eog.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\sRuO_Fz3eog.004.mp4,a05465727a70840b,0.33644859813084116,0.5934065934065933,0.7281553398058251,0.4791666666666667,0.5777777777777777,0.6261682242990654,31,0.9677,0.0,20.102,8.206,0,neutral,0.4942,0.3208,0.0293,0.1083,0.0279,0.0136,0.0014
KDwpjQiIfjY.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\KDwpjQiIfjY.003.mp4,986da2331fc8b222,0.5327102803738318,0.6813186813186812,0.6990291262135921,0.5729166666666666,0.6555555555555556,0.5981308411214953,31,0.9677,0.9,12.397,6.915,0,sad,0.3084,0.1812,0.4767,0.0091,0.0116,0.0076,0.0002
9-lptN92A68.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\9-lptN92A68.005.mp4,b72a4dcd65b4449c,0.691588785046729,0.6483516483516484,0.6699029126213591,0.6979166666666666,0.8444444444444444,0.6822429906542056,31,1.0,0.4516,23.75,6.136,0,happy,0.0898,0.8616,0.0109,0.0031,0.0275,0.0054,0.0004
kK4QL7pOrhs.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\kK4QL7pOrhs.003.mp4,5dc0045f51849d6b,0.6542056074766356,0.7142857142857143,0.7087378640776699,0.625,0.5888888888888889,0.6822429906542056,32,1.0,0.5312,8.051,2.706,0,happy,0.4662,0.5109,0.0088,0.0046,0.0015,0.0049,0.0
vOEQlAMABWM.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\vOEQlAMABWM.001.mp4,146d7a16f6c32b12,0.48598130841121495,0.5824175824175825,0.4466019417475728,0.45833333333333337,0.4222222222222222,0.41121495327102797,31,0.9677,0.3,23.48,5.81,0,neutral,0.4885,0.2962,0.0291,0.0334,0.0063,0.1362,0.0055
XQ3do4LDFv8.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\XQ3do4LDFv8.004.mp4,debe8952fbcbb091,0.29906542056074764,0.3406593406593406,0.5728155339805825,0.45833333333333337,0.6,0.3925233644859813,33,0.9697,0.4375,23.503,5.152,0,happy,0.2831,0.4756,0.1072,0.0484,0.0701,0.0043,0.0041
E3z1D7CKoOA.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\E3z1D7CKoOA.003.mp4,53ea69e4b172f045,0.4018691588785047,0.7032967032967032,0.5922330097087379,0.5104166666666666,0.4666666666666667,0.5233644859813084,31,0.9677,0.6667,15.052,1.634,0,angry,0.1492,0.1342,0.0297,0.633,0.0389,0.0055,
ssxo35zmKWQ.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\ssxo35zmKWQ.004.mp4,7924442951ee633c,0.37383177570093457,0.5934065934065933,0.7378640776699029,0.59375,0.5777777777777777,0.5420560747663551,32,1.0,0.0312,17.012,0.978,0,neutral,0.5391,0.4243,0.0156,0.0108,0.0014,0.0041,
41NNb7cucVo.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\41NNb7cucVo.002.mp4,69a110c2fe7b300a,0.5140186915887851,0.7252747252747254,0.5339805825242718,0.625,0.711111111111111,0.6074766355140186,32,1.0,0.1875,9.682,7.63,0,happy,0.2358,0.6845,0.0509,0.0187,0.0013,0.0025,0.0024
1eOvtoZCie8.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\1eOvtoZCie8.002.mp4,b1b16df6dd28bb62,0.5981308411214954,0.6703296703296703,0.5922330097087379,0.5729166666666666,0.6555555555555556,0.5327102803738317,32,0.9375,0.1667,15.489,9.662,0,happy,0.2688,0.366,0.2282,0.0128,0.0908,0.0307,0.0001
gsleSGEZHAs.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\gsleSGEZHAs.005.mp4,b4dcfb0dcaf66e19,0.4485981308411215,0.5494505494505494,0.6796116504854369,0.5833333333333333,0.6444444444444444,0.5794392523364486,32,1.0,0.125,25.264,2.748,0,neutral,0.5198,0.277,0.0292,0.1155,0.0477,0.0054,0.0003
JIYZTruMpiI.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\JIYZTruMpiI.000.mp4,aab0b16538947f29,0.5046728971962617,0.6593406593406592,0.6213592233009709,0.7083333333333334,0.7,0.6542056074766355,31,0.9677,0.3667,17.735,12.56,0,neutral,0.3831,0.3574,0.0325,0.0875,0.1032,0.028,0.0026
hrat_RJczFM.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\hrat_RJczFM.002.mp4,ddd06f289b1ecaed,0.26168224299065423,0.4615384615384615,0.3980582524271845,0.29166666666666663,0.3555555555555556,0.33644859813084105,31,0.9677,0.1,16.699,4.75,0,neutral,0.5328,0.1834,0.0543,0.2138,0.0035,0.0067,
AWZLchLstio.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\AWZLchLstio.003.mp4,248930add0c261e2,0.5514018691588786,0.7802197802197802,0.6990291262135921,0.7083333333333334,0.811111111111111,0.7289719626168224,31,0.9677,0.7667,8.019,7.511,0,happy,0.4454,0.4973,0.0204,0.0172,0.0011,0.0114,0.0037
Wd0V4MNvqcg.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\Wd0V4MNvqcg.002.mp4,f814a6183202a603,0.5607476635514019,0.6043956043956044,0.4660194174757281,0.625,0.6333333333333333,0.5514018691588785,31,1.0,0.2903,19.637,1.563,0,neutral,0.9808,0.0109,0.0025,0.0018,0.0014,0.0006,0.0001
G7QTNbKbu_4.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\G7QTNbKbu_4.005.mp4,4faa0804c03c4faa,0.37383177570093457,0.4395604395604395,0.42718446601941745,0.5208333333333334,0.5666666666666667,0.4485981308411215,31,0.9032,0.9643,7.754,5.441,0,neutral,0.7406,0.1192,0.1055,0.0252,0.0023,0.0004,0.0042
Y8gv_ZK3w4A.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\Y8gv_ZK3w4A.004.mp4,2e29e77a18aa1ee0,0.4579439252336449,0.4835164835164835,0.5631067961165048,0.5208333333333334,0.5888888888888889,0.5887850467289719,31,0.9677,0.6667,13.476,5.018,0,sad,0.2389,0.1509,0.3598,0.0466,0.1933,0.0031,0.0002
h-jMFLm6U_Y.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\h-jMFLm6U_Y.004.mp4,96c74a7da141e561,0.5514018691588786,0.4945054945054945,0.5825242718446602,0.6041666666666666,0.5777777777777777,0.4953271028037382,31,0.9677,0.1667,6.943,5.318,0,neutral,0.5417,0.3723,0.0291,0.0342,0.0065,0.0128,0.001
ZIk7N-xHvF4.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\ZIk7N-xHvF4.003.mp4,89d8a166f0c149ef,0.20560747663551404,0.3736263736263736,0.31067961165048547,0.19791666666666666,0.5666666666666667,0.2616822429906542,32,1.0,0.8438,15.948,2.185,0,neutral,0.5284,0.0922,0.271,0.0435,0.0587,,
kAjvzIWWrWA.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\kAjvzIWWrWA.005.mp4,1c700b6259e8c9df,0.5514018691588786,0.5494505494505494,0.5533980582524272,0.7812499999999999,0.7444444444444444,0.6728971962616823,31,0.9677,0.0333,18.028,1.799,0,neutral,0.6792,0.1585,0.0009,0.1234,0.0062,0.0277,0.0006
6zm71IHOCZA.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\6zm71IHOCZA.000.mp4,ff9bcfaae8a748df,0.26168224299065423,0.32967032967032966,0.31067961165048547,0.3645833333333333,0.4888888888888889,0.33644859813084105,31,0.9677,0.2,16.222,2.372,0,neutral,0.3329,0.1538,0.2774,0.1491,0.0814,0.0,0.0005
Znixev2a1AI.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\Znixev2a1AI.004.mp4,fe2cc41ad870f865,0.5607476635514019,0.6813186813186812,0.7766990291262136,0.7187499999999999,0.6666666666666666,0.6822429906542056,31,0.9677,0.5667,19.715,13.554,0,angry,0.1722,0.2282,0.1119,0.3059,0.0862,0.0629,0.0196
T4eZ81aJwJI.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\T4eZ81aJwJI.003.mp4,55a510464f50b51e,0.39252336448598135,0.5714285714285714,0.5825242718446602,0.39583333333333337,0.5111111111111111,0.4953271028037382,32,0.9688,0.7742,15.914,7.417,0,neutral,0.4245,0.308,0.0217,0.1985,0.0283,0.0116,0.0004
0mym1CooiTE.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\0mym1CooiTE.003.mp4,212b6248471dcf64,0.7196261682242993,0.6263736263736264,0.6019417475728155,0.6979166666666666,0.7888888888888888,0.7663551401869158,32,1.0,0.9688,9.892,7.499,0,happy,0.0812,0.6819,0.0388,0.016,0.1048,0.0699,0.0025
DctPau1p7JM.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\DctPau1p7JM.002.mp4,93184741e32f0c8c,0.4112149532710281,0.5164835164835165,0.4951456310679611,0.5416666666666666,0.5,0.4485981308411215,31,0.9677,0.7,10.684,3.083,0,neutral,0.7523,0.2211,0.0055,0.0161,0.0014,0.0013,0.0
9pGJyf1MXLY.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\9pGJyf1MXLY.005.mp4,e5491d7a20f9e1d1,0.48598130841121495,0.5934065934065933,0.4951456310679611,0.5208333333333334,0.5111111111111111,0.5327102803738317,31,0.9677,0.6,13.293,1.61,0,neutral,0.624,0.3648,0.0004,0.0038,,0.0031,0.0019
O2J_3ScUCUQ.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\O2J_3ScUCUQ.004.mp4,4faa8cb575b5491e,0.5046728971962617,0.5164835164835165,0.36893203883495146,0.3854166666666667,0.5333333333333333,0.4205607476635514,31,1.0,0.6452,16.116,7.022,0,happy,0.2296,0.6977,0.0593,0.0032,0.0048,0.0031,0.0003
iGlLSkRAsJc.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\iGlLSkRAsJc.004.mp4,685b61a262ef6d12,0.5981308411214954,0.5164835164835165,0.7378640776699029,0.625,0.6888888888888889,0.644859813084112,31,1.0,0.3871,21.912,4.677,0,happy,0.1959,0.7158,0.0764,0.0035,0.0047,0.001,0.0005
rxYWgXYTATs.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\rxYWgXYTATs.000.mp4,2389afca3da54fff,0.6728971962616823,0.4945054945054945,0.5339805825242718,0.59375,0.5444444444444444,0.4859813084112149,31,1.0,0.3226,14.303,5.542,0,happy,0.1747,0.7931,0.0046,0.0013,0.0002,0.0231,0.0009
MuYYY3XaJ7Q.002.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\MuYYY3XaJ7Q.002.mp4,bd993a644f98ccc6,0.7102803738317757,0.7472527472527474,0.5631067961165048,0.7187499999999999,0.7222222222222221,0.7009345794392522,31,0.9677,0.5667,8.595,4.346,0,neutral,0.5846,0.3522,0.0037,0.0024,0.0119,0.0424,0.0006
dvMeqVbpKW8.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\dvMeqVbpKW8.001.mp4,898fdbf95d1cd8f1,0.663551401869159,0.6923076923076923,0.5922330097087379,0.7500000000000001,0.7222222222222221,0.7850467289719626,31,0.9677,0.1,23.731,2.548,0,happy,0.1866,0.7207,0.0454,0.0402,0.0031,0.0015,0.0003
K7vBdKrcFKo.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\K7vBdKrcFKo.001.mp4,75721737518f5759,0.2897196261682243,0.3846153846153846,0.3786407766990291,0.39583333333333337,0.41111111111111115,0.3177570093457943,31,0.9677,0.1333,18.127,1.315,0,neutral,0.7454,0.1035,0.0006,0.0435,0.0017,0.0987,0.003
QlBgvZjbX30.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\QlBgvZjbX30.000.mp4,f0dbc61294ee0956,0.7289719626168225,0.7252747252747254,0.6019417475728155,0.7395833333333333,0.6333333333333333,0.6915887850467289,31,0.871,0.3333,18.271,6.001,0,neutral,0.4806,0.4798,0.0243,0.0031,0.0071,0.0031,
dVbo9Ftlyl0.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\dVbo9Ftlyl0.005.mp4,057f255ccae50634,0.4112149532710281,0.4835164835164835,0.4563106796116505,0.5416666666666666,0.5555555555555556,0.5700934579439252,31,0.9677,0.2,15.062,3.651,0,angry,0.3184,0.0467,0.0257,0.5804,0.0119,0.0023,0.0074
zqpXz9h41jg.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\zqpXz9h41jg.000.mp4,b181b9e4979721dc,0.4112149532710281,0.4065934065934066,0.6407766990291262,0.39583333333333337,0.3777777777777778,0.3925233644859813,31,1.0,0.871,8.492,5.773,0,happy,0.2759,0.6102,0.0956,0.0086,0.0013,0.0008,0.0037
2KSBoJZMcMU.005.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\2KSBoJZMcMU.005.mp4,cdc14252f49fe412,0.5046728971962617,0.5384615384615384,0.5145631067961165,0.4895833333333333,0.7333333333333333,0.4579439252336448,31,0.9032,0.6071,24.751,16.133,0,happy,0.2335,0.2784,0.2239,0.131,0.0448,0.079,0.0013
k2buv6xZ4_o.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\k2buv6xZ4_o.000.mp4,aad2fcfff2312db6,0.30841121495327106,0.5274725274725275,0.7087378640776699,0.4479166666666667,0.5555555555555556,0.4859813084112149,32,0.9688,0.1613,25.483,2.546,0,neutral,0.5887,0.146,0.0398,0.2094,0.0115,0.0003,0.0008
fiVkE3iDWY4.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\fiVkE3iDWY4.004.mp4,81c66ec44213ae39,0.24299065420560748,0.2637362637362637,0.35922330097087385,0.42708333333333337,0.43333333333333335,0.22429906542056074,31,1.0,0.0645,4.305,3.027,0,happy,0.347,0.4933,0.0039,0.0075,0.0138,0.1288,0.0009
tiVKJWLzmk4.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\tiVKJWLzmk4.000.mp4,9866025e4661257d,0.47663551401869164,0.4835164835164835,0.5242718446601942,0.5104166666666666,0.6333333333333333,0.5046728971962616,31,0.9355,0.4828,20.354,6.258,0,neutral,0.6027,0.0765,0.1712,0.1235,0.0175,0.0026,0.0002
hF3yR5rmga8.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\hF3yR5rmga8.001.mp4,9025c20b5b7aacb6,0.7757009345794394,0.6483516483516484,0.7184466019417477,0.84375,0.811111111111111,0.7757009345794392,31,0.9677,0.8,10.151,3.521,0,happy,0.0976,0.8551,0.0401,0.0009,0.0013,0.0034,0.0001
1sjXuXtx9-E.000.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\1sjXuXtx9-E.000.mp4,c009caa3df61d07d,0.5420560747663552,0.6483516483516484,0.5048543689320388,0.6458333333333333,0.7555555555555554,0.5981308411214953,31,0.9032,0.1786,15.985,20.994,0,neutral,0.5822,0.2037,0.083,0.0517,0.008,0.0635,0.0021
cgp1OzTOq1o.004.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\cgp1OzTOq1o.004.mp4,fa2dce42d33d1846,0.7102803738317757,0.824175824175824,0.5922330097087379,0.7187499999999999,0.7,0.7383177570093457,31,0.9677,0.1333,18.073,4.851,0,happy,0.3404,0.5615,0.0688,0.021,0.0014,0.0033,0.0004
xLfLuyIQOJE.003.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\xLfLuyIQOJE.003.mp4,7c721fdbf80aa694,0.3271028037383178,0.4945054945054945,0.4854368932038835,0.4479166666666667,0.3555555555555556,0.4205607476635514,31,0.7742,0.2917,29.102,9.341,0,neutral,0.7959,0.0212,0.1457,0.0256,0.0066,0.001,0.001
9CPKW0sqR3E.001.mp4,train,train,C:\Users\athas\Downloads\Chalearn\first-impressions\train\9CPKW0sqR3E.001.mp4,a3bbf2f51affeb1b,0.4953271028037384,0.6373626373626373,0.6699029126213591,0.53125,0.6222222222222222,0.5046728971962616,31,0.9677,0.3667,23.141,4.543,0,happy,0.3195,0.3312,0.0467,0.1509,0.1272,0.0175,0.0017
