video_path,split
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6oL9yyc9iJc.004.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6RwVJK3husE.001.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6RwVJK3husE.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6RwVJK3husE.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6SoFnys6mf0.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6tiGdvduOaA.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6V807Mf_gHM.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6V807Mf_gHM.004.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6waL_gUxtAM.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6waL_gUxtAM.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6wHQsN5g2RM.001.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6wIEiqmuHOM.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6WSr4IW6cNI.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6WSr4IW6cNI.004.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6zm71IHOCZA.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\6zm71IHOCZA.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7-7qX0heWkg.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\75XbCb7G8kw.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\78zauTEQ-k8.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7b9DirXrkHo.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7BgScfRre5M.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7FXs86Z98E0.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7GRC7XjGzX8.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7gXF3MVPXPU.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7Kn5VT9bB4I.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7knYNR1tAig.001.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7knYNR1tAig.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7knYNR1tAig.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7kO7jYYUVWg.001.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7MwZm3mhSA8.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7PYAn9njCHI.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7PYAn9njCHI.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7qGYGbIg45c.001.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7qGYGbIg45c.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7QpoDA8t6yQ.004.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7tB2Rtm4XeU.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7tB2Rtm4XeU.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7u0o63Z7q9E.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7WixH0aSfqI.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7Y3S4nfQHeo.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7Y3S4nfQHeo.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7Y4cUPFEt-4.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7ZnijRlK5-E.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7ZnijRlK5-E.004.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\7ZnijRlK5-E.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\836kYlEs9GI.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\83cmR2fkyy8.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\84Lz5a9yRZg.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\85isLsZHZpo.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\85isLsZHZpo.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\86upzmhvpXw.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\87r3cLkrw4A.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\87r3cLkrw4A.004.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8aPfoJiDeBY.001.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8bn3HZY76xU.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8Bt-vEroq6M.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8cIuBkFoh0s.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8e4nnel_x-M.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8e4nnel_x-M.003.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8g5jPiQ6XdA.000.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8g5jPiQ6XdA.005.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8gvBbE6iZNo.002.mp4,test
C:\Users\athas\Downloads\Chalearn\first-impressions\test\8hfhLOXpCNM.003.mp4,test
